block_number,time,number_of_twetches
520995,1564373324,1
520987,1554615938,0
521001,1555883423,0
520993,1567595525,3
521030,1536800230,0
521017,1538655895,0
521020,1520770864,0
520976,1540000408,0
521014,1554339577,0
521003,1565276002,1
521003,1566936149,10
520989,1542543345,0
521003,1567790869,1
520979,1568377060,0
520988,1568846678,11
520999,1571211344,2
520998,1569616991,10
521000,1566658246,14
521000,1553259397,0
521011,1558422729,0
520995,1569920187,7
521002,1569361884,12
520984,1542344389,0
521013,1546771722,0
520985,1542345000,0
520987,1546543822,0
521014,1546772080,0
520999,1555659877,0
521000,1568222231,1
521004,1561434133,38
520989,1536117057,0
521003,1557178233,0
520988,1554616236,0
521004,1562134314,4
521002,1559530200,0
520983,1567064419,11
520996,1564373566,1
520998,1554205693,0
521031,1536800265,0
520997,1564373616,0
520994,1567595605,2
520977,1540001158,0
521018,1538656390,0
521015,1554341616,0
520989,1568846740,2
521016,1554341835,0
521004,1566936406,1
520980,1568377328,1
521002,1555884397,0
521004,1567791327,4
521000,1571211618,0
520990,1542545745,0
520999,1569617390,2
520967,1553493819,0
521001,1566658351,3
521004,1565277620,23
520976,1562736148,18
521001,1553260297,0
520984,1545166911,0
520988,1546544242,0
520986,1542345811,0
521015,1546772862,0
521000,1555660155,0
520996,1569920258,2
520989,1554616238,0
520979,1542530312,0
521003,1559530224,0
521005,1561435457,4
521004,1557178595,0
521021,1520771141,0
520999,1554206027,0
520998,1564373629,0
521002,1564109421,1
521017,1554342157,0
521003,1569363414,11
520995,1567595885,3
521032,1536800812,0
520981,1568377393,0
521004,1569363518,0
521019,1538658144,0
520984,1567064787,0
520990,1568846980,3
521005,1567791399,1
521003,1555884632,0
521005,1562135668,0
521001,1568223337,31
520994,1567516006,4
521001,1571211880,3
521000,1569617741,2
520978,1542409420,0
521012,1558423098,0
520968,1553494717,0
521002,1566659128,10
520989,1546544323,0
520987,1542345850,0
521002,1553261093,0
521016,1546773460,0
520990,1554617180,0
520985,1545168492,0
521001,1555660354,0
521005,1565278732,43
520990,1536117222,0
520997,1569920765,2
521005,1566939346,45
521004,1559530289,0
521000,1554206197,0
520979,1554779331,0
520971,1542705785,0
521006,1561436021,0
521022,1520771649,0
521005,1557179072,0
521018,1554342984,0
520999,1564374554,1
520978,1540002208,0
520996,1567595920,0
521033,1536801036,0
520985,1567064860,0
520991,1568847040,1
521005,1569363865,3
520977,1562736437,2
521020,1538660766,0
520982,1568378504,1
521004,1555884873,0
521006,1567791949,8
521006,1562135751,33
521002,1568223353,6
520974,1542663195,0
521001,1569617781,0
520995,1567516195,0
521002,1571212598,7
520990,1546545281,0
520988,1542346846,0
520991,1554617199,0
520989,1542346901,0
520986,1545169013,0
521002,1555661134,0
520969,1553495380,0
520992,1554618037,0
521003,1566659486,1
520998,1569920875,1
520979,1542409668,0
521003,1564110503,9
521006,1565279895,36
521001,1554206842,0
521005,1559531429,0
521006,1566939752,4
520980,1554779674,0
520991,1542546526,0
520967,1542633859,0
521023,1520772066,0
521006,1557179252,0
521019,1554343117,0
521007,1561436341,0
520979,1540003408,0
521000,1564374913,1
520997,1567596068,4
521034,1536802526,0
520980,1542530986,0
520986,1567065226,2
520992,1568847802,21
521007,1562136148,5
521005,1555886372,0
521006,1569365018,9
521021,1538662000,0
521003,1568223640,4
521013,1558423698,0
521007,1567792971,12
520983,1568379130,7
521002,1569617816,0
520991,1546545505,0
521017,1546774300,0
520987,1545169175,0
520990,1542347206,0
520992,1546545903,0
521003,1553261557,0
520993,1554618082,0
521003,1555662398,0
520970,1553499038,0
520999,1569920975,1
521003,1571212898,1
520991,1536118777,0
520972,1542706480,0
521004,1566660268,3
521006,1559531763,0
521002,1554207577,0
520981,1554779914,0
521004,1564111709,9
521007,1566939987,5
520978,1562737348,12
520981,1542531345,0
521007,1565282179,78
521008,1561436441,0
521024,1520772548,0
521007,1557179612,0
521020,1554344017,0
520998,1567596207,3
521035,1536804366,0
521007,1569365048,0
520980,1540003828,0
521008,1562137166,11
521022,1538662566,0
520993,1568848554,11
521006,1555887873,0
521004,1568223870,7
520968,1542634332,0
521014,1558423938,0
520991,1542347881,0
520988,1545170690,0
520993,1546547320,0
521004,1555662633,0
521004,1553262157,0
521018,1546774650,0
520994,1554618577,0
520971,1553500297,0
521000,1569921019,0
520984,1568379338,1
520980,1542410461,0
521003,1569618324,3
521004,1571213577,1
520987,1567067506,11
521008,1567794291,29
521003,1554208839,0
521007,1559532628,0
520982,1554780517,0
521008,1566940099,1
521005,1564112189,3
521001,1564375006,0
520996,1567517532,9
520992,1542531350,0
520983,1542706993,0
521019,1561436447,0
521031,1554344497,0
521035,1520772957,0
521018,1557179735,0
521018,1565282299,4
521046,1536804914,0
521009,1567596340,2
521019,1562137576,3
520989,1562740457,49
521033,1538663890,0
521004,1568848825,1
521002,1542348349,0
521003,1542348406,0
520991,1540004188,0
521004,1546547812,0
520999,1545171256,0
521015,1553262595,0
521029,1546776203,0
521005,1554618757,0
521015,1555663034,0
520982,1553501257,0
521025,1558424819,0
521017,1555888597,0
521015,1568223990,4
520995,1568379700,1
521011,1569921446,2
521015,1571213799,0
520991,1542411346,0
520998,1567067719,1
521014,1554208898,0
521018,1569366546,8
521015,1566664354,45
521018,1559533048,0
521019,1566940367,2
521016,1564112929,12
521019,1567795133,8
521012,1564375377,1
521014,1569619458,5
521050,1554344680,0
521065,1536805326,0
521037,1557180751,0
521054,1520774260,0
521028,1567596457,1
521038,1562138078,7
521022,1542349846,0
521052,1538664041,0
521023,1546548340,0
521048,1546776400,0
521049,1546776441,0
521018,1545172334,0
521019,1545172451,0
521034,1555663294,0
521023,1568848891,1
521024,1554618997,0
521034,1553263059,0
521038,1561437457,12
521044,1558425319,0
521037,1565282419,9
521010,1540005092,0
521001,1553501617,0
521033,1554209017,0
521034,1568224132,3
521034,1571213980,1
521036,1555891832,0
521014,1568379940,3
521030,1569921878,5
521037,1559533156,0
521017,1567068386,2
521038,1566940376,0
521035,1564112963,0
521008,1562744330,35
520993,1568513381,13
521066,1536805386,0
521038,1557180823,0
521031,1564376281,5
521023,1542350067,0
521024,1542350094,0
521024,1546549242,0
521020,1545173003,0
521025,1542350686,0
521021,1545173091,0
521035,1555663537,0
521039,1562138117,0
521055,1520774783,0
521025,1554619359,0
521053,1538664726,0
521035,1553263721,0
521039,1557181919,0
521002,1553501800,0
521039,1561438025,0
521011,1540006077,0
521035,1568224170,0
521035,1571214041,0
521034,1554210534,0
521033,1569619960,0
521038,1567795970,12
521011,1554781060,0
521018,1567068392,0
521024,1568849798,6
521038,1565282601,7
521037,1555892437,0
521045,1558427130,0
521015,1568380548,4
521038,1559533701,0
521029,1567597278,12
521036,1564113512,4
521050,1546776862,0
521025,1546549282,0
521026,1542351406,0
521022,1545173711,0
521051,1554345157,0
521026,1554619477,0
521032,1564376353,0
521003,1553501874,0
521040,1557181991,0
521034,1566666060,12
521054,1538664868,0
521056,1520775090,0
521009,1562744897,4
521035,1554210910,0
521040,1561438096,2
521012,1540006888,0
521036,1553264197,0
521067,1536807364,0
521031,1569922360,2
521036,1555664080,0
520994,1568513678,4
521039,1567796023,2
521040,1562139031,11
521034,1569620081,1
521039,1566940896,10
521020,1542547427,0
521036,1568224523,9
521002,1542709809,0
521025,1568849945,1
521046,1558427493,0
521039,1559533768,0
521038,1555893522,0
521023,1545173870,0
521026,1546549600,0
521027,1542352486,0
521051,1546778698,0
521052,1554345457,0
521027,1554619657,0
521037,1564113563,1
521039,1565282663,10
521041,1557183093,0
521004,1553503057,0
521055,1538664901,0
521057,1520775480,0
521036,1571215658,6
521037,1553264406,0
521035,1566666146,0
521013,1540007668,0
521033,1564376746,6
521028,1554621337,0
521010,1562745083,0
521030,1567597868,5
521037,1555664992,0
521016,1568381786,9
521036,1554211121,0
521041,1561439237,6
521032,1569922643,2
521040,1567796224,3
521035,1569620316,0
521019,1567069826,8
521025,1567517906,5
521040,1566941059,3
520995,1568514668,8
521041,1562141548,68
521037,1568224660,3
521047,1558427515,0
521027,1546550081,0
521024,1545174410,0
521028,1542353146,0
521052,1546779862,0
521026,1568850032,3
521042,1557183455,0
521058,1520775664,0
521039,1555894777,0
521056,1538665109,0
521005,1553503419,0
521014,1540007895,0
521068,1536808810,0
521036,1566666229,1
521040,1559534913,0
521034,1564376785,0
521011,1562745126,0
521053,1554346242,0
521029,1554622594,0
521038,1555665394,0
521038,1553265162,0
521038,1564114523,14
521040,1565282899,15
521042,1561439605,1
521037,1571216463,10
521033,1569922885,2
520999,1557123745,0
521031,1567598800,10
521017,1568382460,3
521020,1567070310,0
521041,1567797070,11
521037,1554213458,0
520996,1568514695,1
521036,1569620907,4
521038,1554213514,1
521020,1536120339,0
521028,1546550380,0
521029,1542353232,0
521025,1545176330,0
521053,1546780964,0
521048,1558427538,0
521043,1557183632,0
521006,1553503507,0
521015,1540008028,0
521057,1538665605,0
521069,1536809046,0
521042,1562141656,3
521012,1562745146,0
521030,1554622615,0
521035,1564376856,0
521039,1555665995,0
521059,1520776937,0
521039,1553265439,0
521038,1568224831,4
521040,1555896513,0
521041,1559535277,0
521054,1554347977,0
521027,1568850580,3
521037,1566666679,3
521038,1571216486,1
521043,1561440206,2
521034,1569923003,0
521041,1566942387,5
521003,1542710517,0
521041,1565284522,43
521012,1554781414,0
521010,1542412549,0
521039,1564115323,4
521042,1567797274,0
521000,1557124748,0
521018,1568383009,4
521026,1567518332,4
521021,1567070728,1
521037,1569620918,0
521039,1554213577,0
520997,1568514949,2
521032,1567600158,18
521037,1569367313,2
521029,1546550483,0
521026,1545176811,0
521027,1545176847,0
521049,1558427916,0
521044,1557183994,0
521054,1546782648,0
521030,1542353548,0
521070,1536809406,0
521040,1555666893,0
521058,1538666290,0
521016,1540008988,0
521013,1562745231,0
521031,1554623377,0
521007,1553504197,0
521032,1554623673,0
521039,1568224922,2
521036,1564377526,2
521041,1555897412,0
521042,1559535624,0
521039,1571216524,0
521040,1553267017,0
521042,1566942497,2
521043,1562142381,19
521035,1569923543,4
521038,1566667587,15
521055,1554350917,0
521044,1561441850,14
521028,1568851996,18
521004,1542710764,0
521042,1565285239,28
521021,1536120546,0
521040,1564115477,0
521043,1567797477,3
521038,1569620922,0
521013,1554783035,0
521040,1554213873,0
521011,1542412666,0
521019,1568383210,1
521022,1567070980,2
521027,1567518679,2
520998,1568515298,1
520997,1542637097,0
521030,1546550869,0
521028,1545178011,0
521031,1542353572,0
521045,1557184172,0
521055,1546782880,0
521038,1569367343,0
521014,1562745326,0
521017,1540009228,0
521060,1520777674,0
521033,1567601500,15
521059,1538666710,0
521008,1553504635,0
521037,1564377674,1
521041,1555668633,0
521041,1553267377,0
521043,1559535883,0
521042,1553267676,0
521071,1536809766,0
521042,1555898853,0
521050,1558429340,0
521056,1554351951,0
521040,1568225562,15
521036,1569924105,12
521040,1571216756,1
521043,1566943366,10
521044,1562143991,28
521043,1565285599,7
521005,1542711004,0
521023,1567071011,0
521041,1554214969,1
521039,1569621206,7
521041,1564115882,0
521044,1567798009,4
521045,1561444944,0
521020,1568384170,4
521012,1542412768,0
521039,1566668386,9
521014,1554784418,0
521028,1567519106,4
521029,1568853622,29
521031,1546551103,0
521032,1542353926,0
521032,1546551163,0
521056,1546782984,0
521015,1562745336,0
521046,1557184777,0
521018,1540009473,0
521061,1520778294,0
521029,1545179511,0
521042,1555668755,0
521033,1554624697,0
521043,1555669531,0
520999,1568518478,8
521072,1536810067,0
521057,1554351971,0
521051,1558429518,0
521073,1536810131,0
521043,1553268157,0
521043,1555899637,0
521039,1569368288,2
521037,1569924107,0
521044,1559538117,0
521041,1571216764,0
521060,1538669106,0
521041,1568225730,1
521009,1553505819,0
521045,1562144248,7
521022,1536121051,0
521034,1567602138,11
521001,1557126632,0
521044,1566943523,3
521024,1567071088,0
521045,1567798131,0
521044,1565285734,22
521042,1554215739,1
521006,1542711543,0
521015,1554784477,0
521042,1564116456,1
521033,1542354061,0
521033,1546552780,0
521019,1540009564,0
521057,1546783603,0
521038,1564377948,1
521044,1555670072,0
521047,1557185674,0
521030,1545181694,0
521062,1520778823,0
521031,1545181753,0
521034,1554625654,0
521030,1568853884,8
521046,1561445721,0
521052,1558429698,0
521074,1536811148,0
521013,1542413029,0
521044,1553268517,0
521045,1553268638,0
521075,1536811483,0
520993,1563983299,44
521040,1566669454,14
521058,1554352059,0
521042,1568225766,0
521061,1538669450,0
521040,1569368438,0
521010,1553505893,0
521045,1559538867,0
521059,1554353061,0
521000,1568519273,3
520998,1542637146,0
521035,1567602370,9
521038,1569925480,13
521046,1562146674,32
521007,1542711673,0
521039,1569925644,0
521058,1546784103,0
521034,1542354646,0
521020,1540010073,0
521034,1546553563,0
521032,1545181912,0
521063,1520778918,0
521029,1567522366,26
521039,1564377982,0
521045,1555670432,0
521048,1557185975,0
521035,1554626437,0
521025,1567071574,4
521045,1566944239,9
521016,1554784894,0
521021,1568385510,5
521040,1569621959,5
521053,1558429938,0
521045,1565286141,3
521016,1562745742,12
521046,1553269597,0
521047,1561445906,0
521046,1567799133,10
521042,1571218118,8
521043,1564117026,4
521076,1536814007,0
521031,1568854386,8
521014,1542415138,0
521023,1536121700,0
521002,1557127296,0
521021,1542548345,0
520994,1555591900,0
521062,1538669466,0
521011,1553506778,0
521044,1555901421,0
521041,1566669574,0
521043,1568225827,1
521001,1568519395,0
521047,1559539463,0
521037,1567602419,0
521061,1554353137,0
521044,1554215994,0
521009,1542711975,0
521036,1542355030,0
521060,1546784800,0
521036,1546554460,0
521061,1546785166,0
521022,1540011078,0
521065,1520779066,0
521034,1545183134,0
521042,1569369284,5
521041,1569926005,1
521047,1555670457,0
521048,1562147152,9
521037,1554627079,0
521050,1557186332,0
521041,1564378546,1
521031,1567522700,4
521027,1567071946,1
521055,1558430119,0
521047,1565286199,1
521023,1568386000,8
521018,1554785677,0
521047,1566945526,10
521018,1562745856,0
521049,1561446051,0
521048,1553270017,0
521078,1536814806,0
521048,1567799887,3
521016,1542417526,0
521045,1564117521,6
521033,1568854517,4
521044,1571218676,1
521042,1569622823,15
521000,1542637503,0
521004,1557128792,0
521025,1536121708,0
521072,1566669589,0
521077,1559539587,0
521075,1555901997,0
521066,1542355257,0
521078,1559539703,0
521091,1554353737,0
521066,1546555221,0
521095,1520779386,0
521064,1545183434,0
521023,1568871278,3
521039,1542712298,0
521042,1553508217,0
521052,1540012057,0
521072,1569369298,1
521077,1555670498,0
521093,1538671210,0
521067,1554627093,0
521057,1567071948,0
521071,1564378836,2
521078,1562147555,10
521080,1557187354,0
521071,1569926365,0
521032,1568521003,4
521074,1568226230,12
521108,1536814870,0
521067,1567602974,3
521079,1561446171,0
521046,1542417886,0
521078,1555671632,0
521048,1562746108,1
521085,1558431419,1
521048,1554786163,0
521053,1568386843,9
521077,1566945747,1
521061,1567522981,3
521077,1565286679,5
521074,1571219079,0
521075,1564118127,5
521072,1569622838,0
521078,1567800206,2
521091,1546785650,0
521067,1546555300,0
521092,1554353977,0
521092,1546785892,0
521065,1545183911,0
521079,1559539793,0
521067,1542355668,0
521073,1566669659,1
521063,1568855761,16
521053,1540012443,0
521096,1520780510,0
521040,1542712788,0
521094,1538671809,0
521034,1557129392,0
521076,1555902993,0
521068,1554628715,0
521081,1557187952,0
521109,1536815950,0
521078,1553270197,0
521080,1561446181,0
521043,1553508577,0
521047,1542418847,0
521049,1562746158,0
521055,1536121768,0
521079,1555671814,0
521079,1562149008,20
521086,1558432259,0
521058,1567072484,1
521062,1567523020,0
521068,1546555360,0
521076,1564118145,0
521093,1546786181,0
521068,1542355799,0
521093,1554354337,0
521074,1566669679,0
521080,1559539818,0
521066,1545184491,0
521049,1554786457,0
521054,1568387369,14
521075,1571219202,0
521078,1566946286,2
521054,1540012751,0
521079,1567800417,3
521041,1542713007,0
521095,1538672099,0
521097,1520780949,0
521077,1555903014,0
521069,1554628759,0
521073,1569622960,4
521079,1553270677,0
521082,1557188492,0
521048,1542418985,0
521075,1568227009,12
521110,1536816606,0
521072,1564379146,0
521044,1553509297,0
521080,1555673078,0
521033,1568521660,5
521087,1558432559,0
521069,1546556097,0
521069,1542356050,0
521094,1546786664,0
521081,1561446416,12
521067,1545184768,0
521024,1568872104,9
521075,1566669724,1
521081,1559539883,0
521035,1557129692,0
521064,1568856368,4
521082,1559540043,0
521079,1566946295,0
521055,1540013097,0
521042,1542713148,0
521070,1554628895,0
521049,1542419326,0
521080,1567800630,2
521056,1536121858,0
521074,1569623056,1
521059,1567074046,12
521096,1538672406,0
521078,1565288843,17
521055,1568387549,2
521076,1571219559,0
521080,1562149775,12
521098,1520783875,0
521077,1564119044,1
521111,1536817189,0
521076,1568227052,1
521080,1553271577,0
521081,1553271637,0
521045,1553509419,0
521050,1554787177,0
